user_id,account_id,transaction_id,posted_date,amount,merchant,description,user_category,is_planted_anomaly
u000000,u000000-crd,u000000-000019,2024-09-25,-50.11,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000000,u000000-crd,u000000-000020,2024-09-26,-29.40,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000000,u000000-crd,u000000-000021,2024-09-27,-113.14,Corner Pantry,CORNER PANTRY CARD PURCHASE,Groceries,false
u000000,u000000-crd,u000000-000022,2024-09-27,-14.99,GameArc,GAMEARC RECURRING,,false
u000000,u000000-crd,u000000-000023,2024-09-27,-48.75,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000000,u000000-crd,u000000-000024,2024-09-30,-35.72,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000000,u000000-crd,u000000-000025,2024-09-30,-33.47,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000000,u000000-chk,u000000-000026,2024-10-01,2456.64,Bluepeak Labs Payroll,BLUEPEAK LABS PAYROLL DIRECT DEP,,false
u000000,u000000-chk,u000000-000027,2024-10-01,-1386.56,Riverside Apartments,RIVERSIDE APARTMENTS RENT,,false
u000000,u000000-crd,u000000-000028,2024-10-02,-11.99,Readly Books,READLY BOOKS RECURRING,,false
u000000,u000000-crd,u000000-000029,2024-10-04,-36.47,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000000,u000000-chk,u000000-000030,2024-10-05,-940.33,Beacon Card,BEACON CARD AUTOPAY PAYMENT,,false
u000000,u000000-crd,u000000-000031,2024-10-06,-157.12,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000000,u000000-crd,u000000-000032,2024-10-06,940.33,Beacon Card,PAYMENT RECEIVED THANK YOU,,false
u000000,u000000-crd,u000000-000033,2024-10-06,-23.53,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000000,u000000-crd,u000000-000034,2024-10-10,-42.54,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000000,u000000-crd,u000000-000035,2024-10-10,-5.99,Podnest Premium,PODNEST PREMIUM RECURRING,,false
u000000,u000000-crd,u000000-000036,2024-10-11,-10.99,Tunewave,TUNEWAVE RECURRING,,false
u000000,u000000-crd,u000000-000037,2024-10-12,-45.28,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000000,u000000-crd,u000000-000038,2024-10-13,-200.25,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000000,u000000-crd,u000000-000039,2024-10-14,-286.16,Sprout Salads,SPROUT SALADS CARD PURCHASE,,true
u000000,u000000-chk,u000000-000040,2024-10-15,2456.64,Bluepeak Labs Payroll,BLUEPEAK LABS PAYROLL DIRECT DEP,,false
u000000,u000000-crd,u000000-000041,2024-10-16,-39.71,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000000,u000000-crd,u000000-000042,2024-10-17,-23.40,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000000,u000000-crd,u000000-000043,2024-10-18,-2.99,CloudVault,CLOUDVAULT RECURRING,,false
u000000,u000000-chk,u000000-000044,2024-10-20,-242.73,Harbor Bank,TRANSFER TO SAVINGS,,false
u000000,u000000-crd,u000000-000045,2024-10-20,-39.04,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000000,u000000-crd,u000000-000046,2024-10-20,-114.90,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000000,u000000-crd,u000000-000047,2024-10-21,-39.00,FitHub Gym,FITHUB GYM RECURRING,,false
u000000,u000000-chk,u000000-000048,2024-10-22,-594.20,Harbor Bank,TRANSFER TO SAVINGS,,false
u000000,u000000-sav,u000000-000049,2024-10-23,242.73,Harbor Bank,TRANSFER FROM CHECKING,,false
u000000,u000000-crd,u000000-000050,2024-10-24,-53.40,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000000,u000000-sav,u000000-000051,2024-10-26,594.20,Harbor Bank,TRANSFER FROM CHECKING,,false
u000000,u000000-crd,u000000-000052,2024-10-27,-47.15,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000000,u000000-crd,u000000-000053,2024-10-27,-200.89,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000000,u000000-crd,u000000-000054,2024-10-27,-14.99,GameArc,GAMEARC RECURRING,,false
u000000,u000000-crd,u000000-000055,2024-10-29,-38.57,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000000,u000000-chk,u000000-000056,2024-11-01,2456.64,Bluepeak Labs Payroll,BLUEPEAK LABS PAYROLL DIRECT DEP,,false
u000000,u000000-chk,u000000-000057,2024-11-01,-1386.56,Riverside Apartments,RIVERSIDE APARTMENTS RENT,,false
u000000,u000000-crd,u000000-000058,2024-11-02,-11.99,Readly Books,READLY BOOKS RECURRING,,false
u000000,u000000-crd,u000000-000059,2024-11-04,-21.60,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000000,u000000-chk,u000000-000060,2024-11-05,-1434.36,Beacon Card,BEACON CARD AUTOPAY PAYMENT,,false
u000000,u000000-crd,u000000-000061,2024-11-05,-34.82,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000000,u000000-crd,u000000-000062,2024-11-05,1434.36,Beacon Card,PAYMENT RECEIVED THANK YOU,,false
u000000,u000000-crd,u000000-000063,2024-11-06,-153.24,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000000,u000000-chk,u000000-000064,2024-11-09,-747.60,Harbor Bank,TRANSFER TO SAVINGS,,false
u000000,u000000-crd,u000000-000065,2024-11-10,-5.99,Podnest Premium,PODNEST PREMIUM RECURRING,,false
u000000,u000000-sav,u000000-000066,2024-11-10,747.60,Harbor Bank,TRANSFER FROM CHECKING,,false
u000000,u000000-crd,u000000-000067,2024-11-11,-10.99,Tunewave,TUNEWAVE RECURRING,,false
u000000,u000000-crd,u000000-000068,2024-11-12,-41.65,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000000,u000000-crd,u000000-000069,2024-11-13,-164.26,Corner Pantry,CORNER PANTRY CARD PURCHASE,Groceries,false
u000000,u000000-chk,u000000-000070,2024-11-15,2456.64,Bluepeak Labs Payroll,BLUEPEAK LABS PAYROLL DIRECT DEP,,false
u000000,u000000-chk,u000000-000071,2024-11-15,-581.21,Harbor Bank,TRANSFER TO SAVINGS,,false
u000000,u000000-crd,u000000-000072,2024-11-18,-2.99,CloudVault,CLOUDVAULT RECURRING,,false
u000000,u000000-crd,u000000-000073,2024-11-19,-32.77,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000000,u000000-sav,u000000-000074,2024-11-19,581.21,Harbor Bank,TRANSFER FROM CHECKING,,false
u000000,u000000-crd,u000000-000075,2024-11-20,-168.07,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000000,u000000-crd,u000000-000076,2024-11-21,-39.00,FitHub Gym,FITHUB GYM RECURRING,,false
u000000,u000000-crd,u000000-000077,2024-11-23,-39.49,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000000,u000000-crd,u000000-000078,2024-11-27,-14.99,GameArc,GAMEARC RECURRING,,false
u000000,u000000-crd,u000000-000079,2024-11-27,-203.56,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000000,u000000-crd,u000000-000080,2024-11-29,-39.71,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000000,u000000-crd,u000000-000081,2024-11-29,-37.79,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000000,u000000-crd,u000000-000082,2024-11-30,-31.55,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000001,u000001-chk,u000001-000000,2024-09-01,3372.46,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000001,u000001-chk,u000001-000001,2024-09-01,-1960.40,Riverside Apartments,RIVERSIDE APARTMENTS RENT,,false
u000001,u000001-crd,u000001-000002,2024-09-02,-109.83,Corner Pantry,CORNER PANTRY CARD PURCHASE,Groceries,false
u000001,u000001-crd,u000001-000003,2024-09-03,-49.30,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000001,u000001-crd,u000001-000004,2024-09-06,-8.00,NewsDaily,NEWSDAILY RECURRING,,false
u000001,u000001-chk,u000001-000005,2024-09-07,-797.71,Harbor Bank,TRANSFER TO SAVINGS,,false
u000001,u000001-crd,u000001-000006,2024-09-08,-37.43,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000001,u000001-crd,u000001-000007,2024-09-08,-35.45,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000001,u000001-sav,u000001-000008,2024-09-08,797.71,Harbor Bank,TRANSFER FROM CHECKING,,false
u000001,u000001-crd,u000001-000009,2024-09-09,-133.90,Corner Pantry,CORNER PANTRY CARD PURCHASE,Groceries,false
u000001,u000001-crd,u000001-000010,2024-09-13,-12.24,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000001,u000001-chk,u000001-000011,2024-09-15,3372.46,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000001,u000001-crd,u000001-000012,2024-09-15,-60.20,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000001,u000001-crd,u000001-000013,2024-09-16,-139.81,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000001,u000001-crd,u000001-000014,2024-09-18,-15.49,Streamly,STREAMLY RECURRING,,false
u000001,u000001-crd,u000001-000015,2024-09-19,-54.40,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000001,u000001-crd,u000001-000016,2024-09-19,-10.99,Tunewave,TUNEWAVE RECURRING,,false
u000001,u000001-chk,u000001-000017,2024-09-20,-484.19,Harbor Bank,TRANSFER TO SAVINGS,,false
u000001,u000001-crd,u000001-000018,2024-09-20,-49.50,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000001,u000001-sav,u000001-000019,2024-09-21,484.19,Harbor Bank,TRANSFER FROM CHECKING,,false
u000001,u000001-crd,u000001-000020,2024-09-23,-182.96,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000001,u000001-crd,u000001-000021,2024-09-25,-5.99,Podnest Premium,PODNEST PREMIUM RECURRING,,false
u000001,u000001-crd,u000001-000022,2024-09-27,-39.69,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000001,u000001-crd,u000001-000023,2024-09-28,-34.77,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000001,u000001-crd,u000001-000024,2024-09-29,-42.56,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000001,u000001-crd,u000001-000025,2024-09-30,-90.86,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000001,u000001-chk,u000001-000026,2024-10-01,3372.46,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000001,u000001-chk,u000001-000027,2024-10-01,-1960.40,Riverside Apartments,RIVERSIDE APARTMENTS RENT,,false
u000001,u000001-crd,u000001-000028,2024-10-01,-17.32,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000001,u000001-crd,u000001-000029,2024-10-02,-128.58,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000001,u000001-chk,u000001-000030,2024-10-05,-1113.37,Beacon Card,BEACON CARD AUTOPAY PAYMENT,,false
u000001,u000001-chk,u000001-000031,2024-10-05,-262.52,Harbor Bank,TRANSFER TO SAVINGS,,false
u000001,u000001-crd,u000001-000032,2024-10-06,-57.69,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000001,u000001-crd,u000001-000033,2024-10-06,-8.00,NewsDaily,NEWSDAILY RECURRING,,false
u000001,u000001-crd,u000001-000034,2024-10-07,1113.37,Beacon Card,PAYMENT RECEIVED THANK YOU,,false
u000001,u000001-sav,u000001-000035,2024-10-07,262.52,Harbor Bank,TRANSFER FROM CHECKING,,false
u000001,u000001-crd,u000001-000036,2024-10-09,-177.28,Corner Pantry,CORNER PANTRY CARD PURCHASE,Groceries,false
u000001,u000001-crd,u000001-000037,2024-10-12,-22.70,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000001,u000001-crd,u000001-000038,2024-10-14,-58.12,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000001,u000001-chk,u000001-000039,2024-10-15,3372.46,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000001,u000001-crd,u000001-000040,2024-10-15,-44.39,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000001,u000001-crd,u000001-000041,2024-10-16,-87.13,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000001,u000001-crd,u000001-000042,2024-10-18,-33.61,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000001,u000001-crd,u000001-000043,2024-10-18,-15.49,Streamly,STREAMLY RECURRING,,false
u000001,u000001-crd,u000001-000044,2024-10-19,-10.99,Tunewave,TUNEWAVE RECURRING,,false
u000001,u000001-crd,u000001-000045,2024-10-20,-27.50,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000001,u000001-crd,u000001-000046,2024-10-22,-33.33,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000001,u000001-crd,u000001-000047,2024-10-23,-85.85,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000001,u000001-crd,u000001-000048,2024-10-25,-5.99,Podnest Premium,PODNEST PREMIUM RECURRING,,false
u000001,u000001-crd,u000001-000049,2024-10-27,-34.81,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000001,u000001-crd,u000001-000050,2024-10-27,-27.20,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000001,u000001-crd,u000001-000051,2024-10-29,-66.34,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000001,u000001-crd,u000001-000052,2024-10-30,-90.86,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000001,u000001-crd,u000001-000053,2024-10-31,-45.33,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000001,u000001-chk,u000001-000054,2024-11-01,3372.46,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000001,u000001-chk,u000001-000055,2024-11-01,-1960.40,Riverside Apartments,RIVERSIDE APARTMENTS RENT,,false
u000001,u000001-crd,u000001-000056,2024-11-01,-45.71,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000001,u000001-chk,u000001-000057,2024-11-02,-699.19,Harbor Bank,TRANSFER TO SAVINGS,,false
u000001,u000001-crd,u000001-000058,2024-11-02,-50.49,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000001,u000001-sav,u000001-000059,2024-11-03,699.19,Harbor Bank,TRANSFER FROM CHECKING,,false
u000001,u000001-chk,u000001-000060,2024-11-05,-1078.51,Beacon Card,BEACON CARD AUTOPAY PAYMENT,,false
u000001,u000001-crd,u000001-000061,2024-11-06,-8.00,NewsDaily,NEWSDAILY RECURRING,,false
u000001,u000001-crd,u000001-000062,2024-11-06,1078.51,Beacon Card,PAYMENT RECEIVED THANK YOU,,false
u000001,u000001-crd,u000001-000063,2024-11-07,-65.98,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000001,u000001-crd,u000001-000064,2024-11-09,-161.76,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000001,u000001-crd,u000001-000065,2024-11-13,-39.70,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000001,u000001-chk,u000001-000066,2024-11-15,3372.46,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000001,u000001-crd,u000001-000067,2024-11-15,-49.31,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000001,u000001-crd,u000001-000068,2024-11-15,-44.17,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000001,u000001-crd,u000001-000069,2024-11-16,-32.63,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000001,u000001-crd,u000001-000070,2024-11-16,-93.71,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000001,u000001-crd,u000001-000071,2024-11-18,-15.49,Streamly,STREAMLY RECURRING,,false
u000001,u000001-crd,u000001-000072,2024-11-19,-10.99,Tunewave,TUNEWAVE RECURRING,,false
u000001,u000001-chk,u000001-000073,2024-11-20,-504.52,Harbor Bank,TRANSFER TO SAVINGS,,false
u000001,u000001-sav,u000001-000074,2024-11-21,504.52,Harbor Bank,TRANSFER FROM CHECKING,,false
u000001,u000001-crd,u000001-000075,2024-11-23,-111.28,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000001,u000001-crd,u000001-000076,2024-11-25,-5.99,Podnest Premium,PODNEST PREMIUM RECURRING,,false
u000001,u000001-crd,u000001-000077,2024-11-26,-30.47,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000001,u000001-crd,u000001-000078,2024-11-26,-33.14,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000001,u000001-crd,u000001-000079,2024-11-29,-34.02,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000001,u000001-crd,u000001-000080,2024-11-30,-48.25,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000001,u000001-crd,u000001-000081,2024-11-30,-96.61,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000002,u000002-chk,u000002-000000,2024-09-01,2706.45,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000002,u000002-chk,u000002-000001,2024-09-01,-1212.25,Oakline Property Mgmt,OAKLINE PROPERTY MGMT RENT,,false
u000002,u000002-crd,u000002-000002,2024-09-02,-2.56,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000002,u000002-crd,u000002-000003,2024-09-02,-11.99,Readly Books,READLY BOOKS RECURRING,,false
u000002,u000002-crd,u000002-000004,2024-09-04,-19.30,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000002,u000002-crd,u000002-000005,2024-09-05,-10.99,Tunewave,TUNEWAVE RECURRING,,false
u000002,u000002-crd,u000002-000006,2024-09-07,-177.98,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000002,u000002-crd,u000002-000007,2024-09-08,-2.99,CloudVault,CLOUDVAULT RECURRING,,false
u000002,u000002-crd,u000002-000008,2024-09-12,-17.66,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000002,u000002-crd,u000002-000009,2024-09-14,-166.66,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000002,u000002-chk,u000002-000010,2024-09-15,2706.45,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000002,u000002-crd,u000002-000011,2024-09-16,-21.20,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000002,u000002-chk,u000002-000012,2024-09-19,-740.41,Summit Credit Union,TRANSFER TO SAVINGS,,false
u000002,u000002-crd,u000002-000013,2024-09-21,-153.87,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000002,u000002-crd,u000002-000014,2024-09-21,-17.17,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000002,u000002-crd,u000002-000015,2024-09-23,-23.36,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000002,u000002-sav,u000002-000016,2024-09-23,740.41,Summit Credit Union,TRANSFER FROM CHECKING,,false
u000002,u000002-crd,u000002-000017,2024-09-26,-14.99,GameArc,GAMEARC RECURRING,,false
u000002,u000002-crd,u000002-000018,2024-09-27,-39.00,FitHub Gym,FITHUB GYM RECURRING,,false
u000002,u000002-crd,u000002-000019,2024-09-28,-98.43,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000002,u000002-crd,u000002-000020,2024-09-29,-26.26,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000002,u000002-crd,u000002-000021,2024-09-30,-19.54,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000002,u000002-crd,u000002-000022,2024-09-30,-22.97,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000002,u000002-chk,u000002-000023,2024-10-01,2706.45,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000002,u000002-chk,u000002-000024,2024-10-01,-1212.25,Oakline Property Mgmt,OAKLINE PROPERTY MGMT RENT,,false
u000002,u000002-crd,u000002-000025,2024-10-01,-22.43,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000002,u000002-crd,u000002-000026,2024-10-02,-11.99,Readly Books,READLY BOOKS RECURRING,,false
u000002,u000002-chk,u000002-000027,2024-10-05,-846.92,Beacon Card,BEACON CARD AUTOPAY PAYMENT,,false
u000002,u000002-crd,u000002-000028,2024-10-05,846.92,Beacon Card,PAYMENT RECEIVED THANK YOU,,false
u000002,u000002-crd,u000002-000029,2024-10-05,-10.99,Tunewave,TUNEWAVE RECURRING,,false
u000002,u000002-crd,u000002-000030,2024-10-07,-142.93,Corner Pantry,CORNER PANTRY CARD PURCHASE,Groceries,false
u000002,u000002-crd,u000002-000031,2024-10-08,-2.99,CloudVault,CLOUDVAULT RECURRING,,false
u000002,u000002-crd,u000002-000032,2024-10-08,-10.12,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000002,u000002-crd,u000002-000033,2024-10-09,-31.05,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000002,u000002-chk,u000002-000034,2024-10-10,-845.17,Summit Credit Union,TRANSFER TO SAVINGS,,false
u000002,u000002-sav,u000002-000035,2024-10-10,845.17,Summit Credit Union,TRANSFER FROM CHECKING,,false
u000002,u000002-crd,u000002-000036,2024-10-14,-126.13,Corner Pantry,CORNER PANTRY CARD PURCHASE,Groceries,false
u000002,u000002-chk,u000002-000037,2024-10-15,2706.45,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000002,u000002-chk,u000002-000038,2024-10-15,-715.93,Summit Credit Union,TRANSFER TO SAVINGS,,false
u000002,u000002-crd,u000002-000039,2024-10-15,-24.42,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000002,u000002-crd,u000002-000040,2024-10-17,-20.46,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000002,u000002-crd,u000002-000041,2024-10-17,-13.75,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000002,u000002-sav,u000002-000042,2024-10-19,715.93,Summit Credit Union,TRANSFER FROM CHECKING,,false
u000002,u000002-crd,u000002-000043,2024-10-21,-123.89,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000002,u000002-crd,u000002-000044,2024-10-23,-21.45,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000002,u000002-crd,u000002-000045,2024-10-26,-14.99,GameArc,GAMEARC RECURRING,,false
u000002,u000002-crd,u000002-000046,2024-10-27,-39.00,FitHub Gym,FITHUB GYM RECURRING,,false
u000002,u000002-crd,u000002-000047,2024-10-28,-162.17,Corner Pantry,CORNER PANTRY CARD PURCHASE,Groceries,false
u000002,u000002-crd,u000002-000048,2024-10-29,-23.42,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000002,u000002-crd,u000002-000049,2024-10-31,-23.49,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000002,u000002-crd,u000002-000050,2024-10-31,-17.08,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000002,u000002-chk,u000002-000051,2024-11-01,2706.45,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000002,u000002-chk,u000002-000052,2024-11-01,-1212.25,Oakline Property Mgmt,OAKLINE PROPERTY MGMT RENT,,false
u000002,u000002-crd,u000002-000053,2024-11-02,-11.99,Readly Books,READLY BOOKS RECURRING,,false
u000002,u000002-crd,u000002-000054,2024-11-04,-22.89,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000002,u000002-chk,u000002-000055,2024-11-05,-842.75,Beacon Card,BEACON CARD AUTOPAY PAYMENT,,false
u000002,u000002-crd,u000002-000056,2024-11-05,842.75,Beacon Card,PAYMENT RECEIVED THANK YOU,,false
u000002,u000002-crd,u000002-000057,2024-11-05,-10.99,Tunewave,TUNEWAVE RECURRING,,false
u000002,u000002-chk,u000002-000058,2024-11-06,-636.09,Summit Credit Union,TRANSFER TO SAVINGS,,false
u000002,u000002-crd,u000002-000059,2024-11-07,-139.63,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000002,u000002-crd,u000002-000060,2024-11-08,-2.99,CloudVault,CLOUDVAULT RECURRING,,false
u000002,u000002-crd,u000002-000061,2024-11-10,-16.64,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000002,u000002-sav,u000002-000062,2024-11-10,636.09,Summit Credit Union,TRANSFER FROM CHECKING,,false
u000002,u000002-chk,u000002-000063,2024-11-11,-849.56,Summit Credit Union,TRANSFER TO SAVINGS,,false
